,Unnamed: 0,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Demand 300,Demand 550,Demand 850,Emissions 300,Emissions 550,Emissions 850,Count300,Count550,Count850,Temp 300,Temp 550,Temp 850,Industry,Company
224,68880,PORT ARTHUR,JEFFERSON,48245,Conventional Boiler Use,1007458,324110,324110,2015,TX,220,Utilities - Boiler 44,"OB (Boiler, other)",29.883333,-93.958333,Facility,POINT (-10459393.78534483 3488562.186234382),MOTIVA ENTERPRISES LLC,949.323223773,1650.760084309,2507.885512792001,0.047791887,0.083104404,0.126254769,20,25,30,166.49053928590433,310.3291356040496,477.6850006625635,Petroleum Refineries,MOTIVA ENTERPRISES LLC
225,68881,PORT ARTHUR,JEFFERSON,48245,Conventional Boiler Use,1005743,324110,324110,2015,TX,220,CP-MARINE TERMINAL OXIDIZERS,OCS (Other combustion source),29.957935,-93.897484,Facility,POINT (-10452620.10564955 3498143.925120361),"Total Petrochemicals & Refining USA, Inc. - Port Arthur Refinery",300.092743565,521.825559727,792.773446518,0.015107596,0.026270314,0.039910671,8,10,12,166.49053928191074,310.3291355779024,477.6850006374889,Petroleum Refineries,TOTAL HOLDINGS USA INC
227,68892,Corpus Christi,NUECES COUNTY,48355,Conventional Boiler Use,1009067,324110,324110,2015,TX,220,GP- East Plant Purchased Natural Gas,OCS (Other combustion source),27.80517,-97.42408,Facility,POINT (-10845198.97660315 3224432.316107728),FLINT HILLS RESOURCES CORPUS CHRISTI EAST PLANT,376.752172095,565.187152902,3329.446773855,0.0189668819999999,0.028453281,0.167614706,13,16,24,161.16262005024237,275.7989661860084,711.0147390923518,Petroleum Refineries,KOCH INDUSTRIES INC
228,68893,TUSCALOOSA,TUSCALOOSA COUNTY,1125,Conventional Boiler Use,1005879,324110,324110,2015,AL,220,CP-02,OCS (Other combustion source),33.2003,-87.607,Facility,POINT (-9752366.629926318 3921920.71746893),HUNT REFINING COMPANY,728.87804467,1267.43215827,1925.52193277,0.036693987,0.063806476,0.096936762,4,5,6,166.4905392872574,310.3291355938289,477.6850006463248,Petroleum Refineries,"HUNT CONSOLIDATED, INC"
229,68896,BILLINGS,YELLOWSTONE COUNTY,30111,Conventional Boiler Use,1007506,324110,324110,2015,MT,220,GP-AG-4,OCS (Other combustion source),45.77975,-108.49387,Facility,POINT (-12077482.36259162 5745123.980296226),PHILLIPS 66 BILLINGS REFINERY,424.991249083,739.009193688,1122.725505794,0.0213953,0.037203935,0.0565214109999999,24,30,36,166.49053928415427,310.32913559830854,477.6850006466346,Petroleum Refineries,Phillips 66 Company
230,68899,DEER PARK,HARRIS,48201,Conventional Boiler Use,1007002,324110,324110,2015,TX,220,H87920,"OB (Boiler, other)",29.722222,-95.126944,Facility,POINT (-10589482.96680025 3467893.810751392),SHELL DEER PARK REFINERY,131.312864742,228.33744106600005,346.897266227,0.006610716,0.0114952359999999,0.017463909,24,30,36,166.49053928763615,310.3291355947108,477.685000637294,Petroleum Refineries,Shell Petroleum Inc. 
232,68907,BORGER,Hutchinson,48233,Conventional Boiler Use,1006301,324110,324110,2015,TX,220,CP- Unit 93 880 Engines,OCS (Other combustion source),35.70306,-101.36305,Facility,POINT (-11283683.11125313 4259839.434933986),BORGER REFINERY,131.923721597,238.614708524,398.05656656,0.006641447,0.012012556,0.020039393,11,14,17,168.04950174388614,318.709037473526,511.4904956072885,Petroleum Refineries,Phillips 66 
233,68913,Warren,WARREN COUNTY,42123,Conventional Boiler Use,1007008,324110,324110,2015,PA,220,GP-003,OCS (Other combustion source),41.82926,-79.12453,Facility,POINT (-8808102.388857096 5135437.633673182),United Refining Company,2003.173767825,2859.665200884,3916.593867345,0.1008459989999999,0.143964407,0.197173479,25,31,38,159.54255734724902,263.0096835084119,407.9214303821478,Petroleum Refineries,United Refining Inc.
234,68916,BAKERSFIELD,KERN COUNTY,6029,Conventional Boiler Use,1002565,324110,324110,2015,CA,220,Wicks Boiler Natural Gas,"OB (Boiler, other)",35.39536,-119.04653,Facility,POINT (-13252199.10030617 4217739.634907193),SAN JOAQUIN REFINING CO INC,614.895097145,1069.2293804140002,2059.674200851,0.0309557265999999,0.0538283285999999,0.1036903946,16,20,25,166.49053928642545,310.3291355972828,545.7993721843094,Petroleum Refineries,SAN JOAQUIN REFINING CO INC
235,68917,Heidelberg,JASPER,28061,Conventional Boiler Use,1002798,324110,324110,2015,MS,220,CP-01,OCS (Other combustion source),31.81322,-89.020811,Facility,POINT (-9909751.350524247 3738817.744214289),HUNT SOUTHLAND REFINING COMPANY,948.405349007,1649.164009319,2505.4607063950007,0.047745678,0.083024055,0.126132697,24,30,36,166.4905392861819,310.32913560063025,477.6850006394589,Petroleum Refineries,"HUNT CONSOLIDATED, INC"
237,68920,SOMERSET,PULASKI,21199,Conventional Boiler Use,1003306,324110,324110,2015,KY,220,B2,"OB (Boiler, other)",37.070656,-84.616671,Facility,POINT (-9419484.728341958 4448959.903760171),CONTINENTAL REFINING COMPANY LLC,249.918732082,548.3071091720001,580.458664632,0.01258166,0.0276034579999999,0.029222068,11,14,16,176.64670249073194,355.3363563671799,379.9662373051621,Petroleum Refineries,Continental Refining Company LLC
238,68923,MERAUX,ST. BERNARD PARISH,22087,Conventional Boiler Use,1007059,324110,324110,2015,LA,220,GP-Natual Gas,OCS (Other combustion source),29.93745,-89.93774,Facility,POINT (-10011823.41989783 3495512.155419727),MERAUX REFINERY,617.326651073,1073.457563205,1630.8297594329997,0.031078146,0.054041198,0.082101046,12,15,18,166.4905392832638,310.3291355860684,477.685000628749,Petroleum Refineries,VALERO CORP
239,68924,BRADFORD,MCKEAN COUNTY,42083,Conventional Boiler Use,1005590,324110,324110,2015,PA,220,GP-001,OCS (Other combustion source),41.965472,-78.633108,Facility,POINT (-8753397.542052485 5155808.719500402),AMERICAN REFINING GROUP INC,97.240236874,169.089197013,256.885510855,0.004895368,0.008512468,0.01293241,8,10,12,166.490539284965,310.3291355952843,477.685000655445,Petroleum Refineries,AMERICAN REFINING GROUP
240,68925,SINCLAIR,CARBON COUNTY,56007,Conventional Boiler Use,1007217,324110,324110,2015,WY,220,CP-2,OCS (Other combustion source),41.77899,-107.104,Facility,POINT (-11922762.74192277 5127930.495241011),SINCLAIR OIL CORPORATION,1710.8008593090003,3616.472902684,4069.524781562001,0.0861270879999999,0.182064541,0.204872633,39,49,58,174.86045555768453,348.824900248908,399.05330224103056,Petroleum Refineries,THE SINCLAIR COS
242,68927,BAKERSFIELD,KERN,6029,Conventional Boiler Use,1002261,324110,324110,2015,CA,220,GP-natural gas combustion,OCS (Other combustion source),35.4185,-119.0112,Facility,POINT (-13248266.18269644 4220900.065111479),TRICOR REFINING LLC,1159.313264021,2015.907768162,4150.297126784,0.058363431,0.10148707,0.208938863,24,30,38,166.4905392829644,310.329135586565,562.1540652973544,Petroleum Refineries,ERGON INC
243,68929,GREAT FALLS,CASCADE COUNTY,30013,Conventional Boiler Use,1007739,324110,324110,2015,MT,220,GP-1,OCS (Other combustion source),47.30823753,-111.3474099,County,POINT (-12395136.97121791 5992532.215465241),Unknown,635.2243204079999,1104.5794798159998,1770.864044643,0.031979177,0.055607976,0.089150807,24,30,37,166.49053928645532,310.3291356007634,494.5669599451383,Petroleum Refineries,CALUMET LUBRICANTS CO LP
244,68930,Dickinson,STARK,38089,Conventional Boiler Use,1011549,324110,324110,2015,ND,220,GP-Boilers,OCS (Other combustion source),47.087672,-102.9482,Facility,POINT (-11460141.20208409 5956396.133636403),"Dakota Prairie Refining, LLC",490.280399568,838.8014370479999,1265.1124852030002,0.024682241,0.042227874,0.063689676,9,11,14,165.8651742486111,306.7753063681266,472.9796072326407,Petroleum Refineries,CALUMET LUBRICANTS CO LP
245,68931,CASPER,NATRONA,56025,Conventional Boiler Use,1007218,324110,324110,2015,WY,220,CP-1,OCS (Other combustion source),42.85803,-106.265658,Facility,POINT (-11829438.93737216 5290387.470371194),SINCLAIR CASPER REFINING COMPANY,256.442325271,445.922678216,677.4594534569999,0.0129100449,0.0224491179,0.0341053929,20,25,30,166.49053928492916,310.3291355817609,477.6850006425005,Petroleum Refineries,THE SINCLAIR COS
246,68934,PRINCETON,BOSSIER PARISH,22015,Conventional Boiler Use,1006500,324110,324110,2015,LA,220,CP-SP,OCS (Other combustion source),32.58902,-93.51468,Facility,POINT (-10410006.55929592 3840879.437225805),CALUMET LUBRICANTS CO LP,2391.985636203,5070.712914816,5693.699566361,0.120419999,0.255275467,0.286638521,27,34,41,174.99368618064784,349.3275382036031,398.63869778372174,Petroleum Refineries,CALUMET LUBRICANTS CO LP
247,68935,NEWELL,HANCOCK COUNTY,54029,Conventional Boiler Use,1007882,324110,324110,2015,WV,220,GP-NG,OCS (Other combustion source),40.6111,-80.630833,Facility,POINT (-8975783.271797478 4955147.132760243),ERGON WEST VIRGINIA INC,990.8076942130002,1722.896640167,2617.477587913,0.049880357,0.086735996,0.1317719799999999,28,35,42,166.49053928411715,310.3291355837342,477.6850006333287,Petroleum Refineries,"Ergon, Inc."
248,68936,Trainer,Delaware,42045,Conventional Boiler Use,1007466,324110,324110,2015,PA,220,GP-04 Natural Gas,OCS (Other combustion source),39.8228,-75.4033,Facility,POINT (-8393856.960132444 4840225.372050468),"Monroe Energy, LLC, Trainer Refinery",196.256505797,341.266702383,518.4628747309999,0.009880162,0.017180398,0.026101008,8,10,12,166.49053928700113,310.3291356148744,477.6850006310525,Petroleum Refineries,"Delta Air Lines, Inc."
249,68941,SALT LAKE CITY,DAVIS,49011,Conventional Boiler Use,1006189,324110,324110,2015,UT,220,Nat Gas to F68220,OCS (Other combustion source),40.8249,-111.9238,Facility,POINT (-12459300.42364819 4986548.659427471),CHEVRON PRODUCTS CO - SALT LAKE REFINERY,232.676366628,404.596505126,620.930699053,0.0117135721,0.0203685494,0.0312595289,28,35,43,166.49053929995603,310.3291356029844,480.931993378299,Petroleum Refineries,CHEVRON CORP
250,68943,WYNNEWOOD,GARVIN,40049,Conventional Boiler Use,1002310,324110,324110,2015,OK,220,GP-Natural Gas (Eq C-1b),OCS (Other combustion source),34.63001,-97.16942,Facility,POINT (-10816850.35507773 4113713.965882633),WYNNEWOOD REFINING CO,436.840872226,847.8149695219998,1092.166919644,0.0219919409999999,0.042681609,0.0549830469999999,18,23,26,170.99672519517523,332.9031544178299,437.4073497573494,Petroleum Refineries,CVR ENERGY INC
251,68946,PORT ARTHUR,JEFFERSON,48245,Conventional Boiler Use,1002657,324110,324110,2015,TX,220,GP-Natural Gas Aggregate,OCS (Other combustion source),29.868333,-93.968333,Facility,POINT (-10460506.98025277 3486636.480983417),PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,344.635920606,599.2808425659998,1016.924146456,0.017350043,0.03016966,0.051195122,12,15,19,166.49053928775538,310.3291356238262,511.4333756297801,Petroleum Refineries,VALERO CORP
254,68956,TEXAS CITY,Galveston,48167,Conventional Boiler Use,1005585,324110,324110,2015,TX,220,CP-HPL NG to Refinery,OCS (Other combustion source),29.3775,-94.9328,Facility,POINT (-10567870.95557968 3423781.627052567),Blanchard Refining Company LLC,381.46926255,663.32963965,1007.75079875,0.019204348,0.033394076,0.050733308,4,5,6,166.49053928539124,310.3291355816169,477.6850006523004,Petroleum Refineries,MARATHON PETROLEUM CO LP
255,68957,Norco,SAINT CHARLES,22089,Conventional Boiler Use,1005911,324110,324110,2015,LA,220,CP-NG,OCS (Other combustion source),30.000723,-90.403768,Facility,POINT (-10063701.41955324 3503642.778751626),Norco Manufacturing Complex,198.76873753,345.63517433000004,525.0995917299999,0.010006636,0.017400349,0.026435146,4,5,6,166.4905392869202,310.3291356172603,477.6850006345558,Petroleum Refineries,"Motiva Enterprises, LLC"
256,68958,CANTON,STARK,39151,Conventional Boiler Use,1005390,324110,324110,2015,OH,220,GP-1,OCS (Other combustion source),40.7729,-81.4151,Facility,POINT (-9063087.474883446 4978901.954145068),MARATHON PETROLEUM COMPANY LP CANTON REFINERY,1081.358524483,1886.05537693,2852.692262344,0.0544310529999999,0.09493195,0.1435954539999999,20,25,30,166.6082155964521,310.9851024759328,476.68816260037215,Petroleum Refineries,MARATHON PETROLEUM CO LP
257,68959,OREGON,LUCAS,39095,Conventional Boiler Use,1001056,324110,324110,2015,OH,220,CP-1,OCS (Other combustion source),41.6328,-83.5019,Facility,POINT (-9295388.988270851 5106132.387135364),Toledo Refining Company,229.760014862,399.525316587,930.444175105,0.0115668764,0.0201133873999999,0.0468414894,12,15,22,166.49053928596194,310.32913561273995,589.7392317000936,Petroleum Refineries,PBF Energy Company LLC
258,68960,EL PASO,EL PASO COUNTY,48141,Conventional Boiler Use,1003564,324110,324110,2015,TX,220,GP-NG,OCS (Other combustion source),31.76953,-106.41379,Facility,POINT (-11845928.91618235 3733095.733709584),WESTERN REFINING EL PASO ALL SITES,1463.439374335,2556.9630761420003,3857.489511801,0.0736571348,0.1286869967999999,0.1941595388,16,20,24,166.67684316554974,311.3658276568112,476.10552599029467,Petroleum Refineries,WESTERN REFINING INC
259,68964,Pascagoula,JACKSON,28059,Conventional Boiler Use,1003286,324110,324110,2015,MS,220,CP-NAT GAS TO PLT 91,OCS (Other combustion source),30.343733,-88.4938,Facility,POINT (-9851084.754361792 3547810.478102567),Chevron Pascagoula Refinery,831.990368451,1446.732215417,2197.92009646,0.0418850075,0.0728330245,0.1106501625,24,30,36,166.49053928396893,310.32913558982153,477.6850006356965,Petroleum Refineries,Chevron Phillips Chemical Company LLC
260,68965,LAKE CHARLES,CALCASIEU,22019,Conventional Boiler Use,1006307,324110,324110,2015,LA,220,"CP-H-103, H-201, H-205",OCS (Other combustion source),30.1338,-93.3206,Facility,POINT (-10388401.67252277 3520760.206203771),CALCASIEU REFINING COMPANY,4732.029831399999,8228.4366034,12500.8940714,0.2382251,0.414245092,0.62933389,4,5,6,166.49053928764295,310.32913559300937,477.68500066541566,Petroleum Refineries,TRANSWORLD OIL
262,68970,THREE RIVERS,LIVE OAK,48297,Conventional Boiler Use,1008310,324110,324110,2015,TX,220,Boiler 401-F,"OB (Boiler, other)",28.456667,-98.190277,Facility,POINT (-10930491.63649048 3306672.008326638),DIAMOND SHAMROCK REFINING VALERO,356.416874873,619.7665196080001,1092.8731816810002,0.0179431342,0.0312009291999999,0.0550185392,24,30,37,166.4905392849856,310.3291355923824,522.3084869549542,Petroleum Refineries,VALERO CORP
263,68971,VICKSBURG,WARREN,28149,Conventional Boiler Use,1008014,324110,324110,2015,MS,220,GP-NG,OCS (Other combustion source),32.388369,-90.906375,Facility,POINT (-10119651.37486237 3814398.755083984),ERGON REFINING INC,289.863498362,588.239621659,706.69272073,0.014592614,0.0296137959999999,0.035577094,15,19,22,172.97369849681291,341.38928464138496,418.25983800619207,Petroleum Refineries,"Ergon, Inc. "
264,68972,SOUTH GATE,LOS ANGELES COUNTY,6037,Conventional Boiler Use,1002286,324110,324110,2015,CA,220,GP-1,OCS (Other combustion source),33.946295,-118.16704,Facility,POINT (-13154294.72134839 4021593.034363153),LUNDAY-THAGARD COMPANY,300.28295451,522.15631391,795.789168716,0.0151171779999999,0.0262869729999999,0.040062478,4,5,9,166.49053928179296,310.32913557458124,478.70292327546326,Petroleum Refineries,WORLD OIL CORP
266,68978,LIMA,Allen,39003,Conventional Boiler Use,1000411,324110,324110,2015,OH,220,P040C,OCS (Other combustion source),40.7234,-84.1133,Facility,POINT (-9363449.724941857 4971628.436975142),Lima Refinery,2053.087391911,3570.074586958,5423.767160910999,0.1033588149999999,0.17972867,0.2730493109999999,24,30,36,166.4905392855131,310.32913559442085,477.685000641789,Petroleum Refineries,LIMA REFINING CO
267,68979,Billings,YELLOWSTONE,30111,Conventional Boiler Use,1007000,324110,324110,2015,MT,220,CP-2,OCS (Other combustion source),45.813904,-108.433295,Facility,POINT (-12070739.18443682 5750577.192957979),ExxonMobil Refining and Supply Billings Refinery,394.336715595,685.704608814,1041.743540365,0.019852126,0.034520491,0.052444638,20,25,30,166.49053928541275,310.3291355779208,477.6850006494785,Petroleum Refineries,Exxon Mobil Corporation
268,68980,TULSA,TULSA,40143,Conventional Boiler Use,1002028,324110,324110,2015,OK,220,CP-ONG,OCS (Other combustion source),36.12266,-96.00048,Facility,POINT (-10686724.54950984 4317512.351290869),HOLLY REFINING & MARKETING - TULSA LLC - EAST REFINERY,281.5565262,489.5932842,743.8051818,0.0141744319999999,0.024647649,0.0374454669999999,4,5,6,166.49053928589066,310.3291355900915,477.6850006565791,Petroleum Refineries,HOLLYFRONTIER CORP
269,68981,WEST BOUNTIFUL,DAVIS,49011,Conventional Boiler Use,1005769,324110,324110,2015,UT,220,GP-Natural Gas,OCS (Other combustion source),40.886022,-111.904759,Facility,POINT (-12457180.789224 4995544.443030877),HOLLY REFINING & MARKETING COMPANY - WOODS CROSS LLC,348.21059055,605.49676805,919.88932075,0.017530004,0.03048259,0.046310089,4,5,6,166.49053928810784,310.3291356106521,477.6850006756642,Petroleum Refineries,HOLLYFRONTIER CORP
270,68982,ARTESIA,EDDY,35015,Conventional Boiler Use,1007972,324110,324110,2015,NM,220,CP-1,OCS (Other combustion source),32.848593,-104.394383,Facility,POINT (-11621129.55723798 3875224.417382386),"NAVAJO REFINING COMPANY, LLC - Artesia Refinery",630.76973345,1096.83348325,1666.34317645,0.03175491,0.055218009,0.083888898,4,5,6,166.49053928817676,310.3291355850848,477.685000633262,Petroleum Refineries,HOLLYFRONTIER CORP
271,68983,LOVINGTON,LEA,35025,Conventional Boiler Use,1007771,324110,324110,2015,NM,220,CP-1,OCS (Other combustion source),32.975336,-103.451177,Facility,POINT (-11516132.34560481 3892030.687307626),"NAVAJO REFINING COMPANY, LLC - LOVINGTON REFINERY",191.82234209,333.55621949000005,506.74887189,0.009656933,0.016792257,0.025511314,4,5,6,166.4905392838226,310.3291355997434,477.6850006304411,Petroleum Refineries,HOLLYFRONTIER CORP
272,68984,Santa Maria,SANTA BARBARA COUNTY,6083,Conventional Boiler Use,1011345,324110,324110,2015,CA,220,GP-SMRC all Combustion Units,OCS (Other combustion source),34.929609,-120.511998,Facility,POINT (-13415334.25184 4154319.398054122),Greka Refining Company,105.481570732,183.419895584,278.65714906000005,0.0053102458,0.0092339418,0.0140284897999999,24,30,36,166.4905392861893,310.3291355877877,477.6850006397069,Petroleum Refineries,GREKA
273,68985,ST ROSE,SAINT CHARLES,22089,Conventional Boiler Use,1005496,324110,324110,2015,LA,220,CP-SR,OCS (Other combustion source),30.008331,-90.327783,Facility,POINT (-10055242.80804531 3504620.760831175),ST ROSE FACILITY,135.622407042,235.831222142,358.282049042,0.006827654,0.011872477,0.018037032,4,5,6,166.49053928682596,310.3291355935613,477.6850006605752,Petroleum Refineries,Equilon Enterprises LLC dba Shell Oil Products US
274,68986,ATMORE,ESCAMBIA,1053,Conventional Boiler Use,1006531,324110,324110,2015,AL,220,GP-NG,OCS (Other combustion source),31.1761,-87.438268,Facility,POINT (-9733583.469605785 3655640.260343585),GOODWAY REFINING LLC,243.24987921,422.98258491,642.60815781,0.012245955,0.021294258,0.032350892,4,5,6,166.49053928218805,310.3291355988796,477.68500063029103,Petroleum Refineries,"GOODWAY REFINING, LLC"
275,68987,WOODS CROSS,DAVIS COUNTY,49011,Conventional Boiler Use,1006448,324110,324110,2015,UT,220,CP-Qwestar Natural Gas,OCS (Other combustion source),40.866389,-111.911389,Facility,POINT (-12457918.83744796 4992654.002051936),Silver Eagle Refining-Woods Cross,337.3897372,586.6805921,891.3032072,0.016985249,0.029535326,0.044870976,4,5,6,166.49053928751215,310.32913560223426,477.6850006391406,Petroleum Refineries,"THE INTERNATIONAL GROUP, INC"
